2048,64,32,0,2,69300,401,0.004336,184984
2048,64,1,0,1,199800,1346,0.014553,92492
2048,128,16,0,2,36200,208,0.002249,184984
2048,128,1,0,1,297400,2088,0.022575,92492
2048,256,8,0,2,22300,126,0.001362,184984
2048,1024,2,0,2,466800,3405,0.036814,184984
4096,64,64,0,2,17800,153,0.001654,184984
4096,64,1,0,1,88300,635,0.006865,92492
4096,64,2,0,2,17600,152,0.001643,184984
4096,128,32,0,2,16300,114,0.001233,184984
4096,128,1,0,1,139200,995,0.010758,92492
4096,128,2,0,2,17000,136,0.001470,184984
4096,256,16,0,2,8700,61,0.000660,184984
4096,256,1,0,1,317200,2246,0.024283,92492
4096,1024,4,0,2,6100,37,0.000400,184984
4096,2048,2,0,2,314100,2274,0.024586,184984
8192,64,128,0,2,2400,88,0.000951,184984
8192,64,1,0,2,88300,635,0.006865,184984
8192,64,2,0,3,2400,88,0.000951,277476
8192,64,4,0,3,2400,88,0.000951,277476
8192,128,64,0,2,1200,45,0.000487,184984
8192,128,1,0,2,137200,979,0.010585,184984
8192,128,2,0,2,1200,45,0.000487,184984
8192,128,4,0,3,1200,45,0.000487,277476
8192,256,32,0,2,600,23,0.000249,184984
8192,256,1,0,2,313600,2214,0.023937,184984
8192,256,2,0,2,600,23,0.000249,184984
8192,1024,8,0,2,200,7,0.000076,184984
8192,2048,4,0,2,1500,11,0.000119,184984
16384,64,256,0,2,2400,88,0.000951,184984
16384,64,1,0,2,2400,88,0.000951,184984
16384,64,2,0,3,2400,88,0.000951,277476
16384,64,4,0,3,2400,88,0.000951,277476
16384,64,8,0,4,2400,88,0.000951,369968
16384,128,128,0,2,1200,45,0.000487,184984
16384,128,1,0,2,1200,45,0.000487,184984
16384,128,2,0,3,1200,45,0.000487,277476
16384,128,4,0,3,1200,45,0.000487,277476
16384,128,8,0,4,1200,45,0.000487,369968
16384,256,64,0,2,600,23,0.000249,184984
16384,256,1,0,2,600,23,0.000249,184984
16384,256,2,0,2,600,23,0.000249,184984
16384,256,4,0,3,600,23,0.000249,277476
16384,1024,16,0,2,200,7,0.000076,184984
16384,1024,1,0,2,200,7,0.000076,184984
16384,2048,8,0,2,200,5,0.000054,184984
32768,64,512,0,2,2400,88,0.000951,184984
32768,64,1,0,2,2400,88,0.000951,184984
32768,64,2,0,3,2400,88,0.000951,277476
32768,64,4,0,3,2400,88,0.000951,277476
32768,64,8,0,4,2400,88,0.000951,369968
32768,128,256,0,2,1200,45,0.000487,184984
32768,128,1,0,2,1200,45,0.000487,184984
32768,128,2,0,3,1200,45,0.000487,277476
32768,128,4,0,3,1200,45,0.000487,277476
32768,128,8,0,4,1200,45,0.000487,369968
32768,256,128,0,2,600,23,0.000249,184984
32768,256,1,0,2,600,23,0.000249,184984
32768,256,2,0,3,600,23,0.000249,277476
32768,256,4,0,3,600,23,0.000249,277476
32768,256,8,0,4,600,23,0.000249,369968
32768,1024,32,0,2,200,7,0.000076,184984
32768,1024,1,0,2,200,7,0.000076,184984
32768,1024,2,0,3,200,7,0.000076,277476
32768,2048,16,0,2,200,5,0.000054,184984
32768,2048,1,0,2,200,5,0.000054,184984
65536,64,1024,0,3,2400,88,0.000951,277476
65536,64,1,0,2,2400,88,0.000951,184984
65536,64,2,0,3,2400,88,0.000951,277476
65536,64,4,0,3,2400,88,0.000951,277476
65536,64,8,0,5,2400,88,0.000951,462460
65536,128,512,0,2,1200,45,0.000487,184984
65536,128,1,0,2,1200,45,0.000487,184984
65536,128,2,0,3,1200,45,0.000487,277476
65536,128,4,0,3,1200,45,0.000487,277476
65536,128,8,0,4,1200,45,0.000487,369968
65536,256,256,0,2,600,23,0.000249,184984
65536,256,1,0,2,600,23,0.000249,184984
65536,256,2,0,3,600,23,0.000249,277476
65536,256,4,0,3,600,23,0.000249,277476
65536,256,8,0,4,600,23,0.000249,369968
65536,1024,64,0,2,200,7,0.000076,184984
65536,1024,1,0,2,200,7,0.000076,184984
65536,1024,2,0,3,200,7,0.000076,277476
65536,1024,4,0,3,200,7,0.000076,277476
65536,2048,32,0,2,200,5,0.000054,184984
65536,2048,1,0,2,200,5,0.000054,184984
65536,2048,2,0,3,200,5,0.000054,277476
131072,64,2048,0,4,2400,88,0.000951,369968
131072,64,1,0,2,2400,88,0.000951,184984
131072,64,2,0,3,2400,88,0.000951,277476
131072,64,4,0,3,2400,88,0.000951,277476
131072,64,8,0,5,2400,88,0.000951,462460
131072,128,1024,0,3,1200,45,0.000487,277476
131072,128,1,0,2,1200,45,0.000487,184984
131072,128,2,0,3,1200,45,0.000487,277476
131072,128,4,0,3,1200,45,0.000487,277476
131072,128,8,0,5,1200,45,0.000487,462460
131072,256,512,0,2,600,23,0.000249,184984
131072,256,1,0,2,600,23,0.000249,184984
131072,256,2,0,3,600,23,0.000249,277476
131072,256,4,0,3,600,23,0.000249,277476
131072,256,8,0,5,600,23,0.000249,462460
131072,1024,128,0,2,200,7,0.000076,184984
131072,1024,1,0,2,200,7,0.000076,184984
131072,1024,2,0,3,200,7,0.000076,277476
131072,1024,4,0,3,200,7,0.000076,277476
131072,1024,8,0,4,200,7,0.000076,369968
131072,2048,64,0,2,200,5,0.000054,184984
131072,2048,1,0,2,200,5,0.000054,184984
131072,2048,2,0,3,200,5,0.000054,277476
131072,2048,4,0,3,200,5,0.000054,277476
262144,64,4096,0,6,2400,88,0.000951,554952
262144,64,1,0,3,2400,88,0.000951,277476
262144,64,2,0,3,2400,88,0.000951,277476
262144,64,4,0,3,2400,88,0.000951,277476
262144,64,8,0,5,2400,88,0.000951,462460
262144,128,2048,0,4,1200,45,0.000487,369968
262144,128,1,0,3,1200,45,0.000487,277476
262144,128,2,0,3,1200,45,0.000487,277476
262144,128,4,0,3,1200,45,0.000487,277476
262144,128,8,0,5,1200,45,0.000487,462460
262144,256,1024,0,3,600,23,0.000249,277476
262144,256,1,0,3,600,23,0.000249,277476
262144,256,2,0,3,600,23,0.000249,277476
262144,256,4,0,3,600,23,0.000249,277476
262144,256,8,0,5,600,23,0.000249,462460
262144,1024,256,0,2,200,7,0.000076,184984
262144,1024,1,0,3,200,7,0.000076,277476
262144,1024,2,0,3,200,7,0.000076,277476
262144,1024,4,0,3,200,7,0.000076,277476
262144,1024,8,0,4,200,7,0.000076,369968
262144,2048,128,0,2,200,5,0.000054,184984
262144,2048,1,0,3,200,5,0.000054,277476
262144,2048,2,0,3,200,5,0.000054,277476
262144,2048,4,0,3,200,5,0.000054,277476
262144,2048,8,0,4,200,5,0.000054,369968
524288,64,8192,0,9,2400,88,0.000951,832428
524288,64,1,0,4,2400,88,0.000951,369968
524288,64,2,0,4,2400,88,0.000951,369968
524288,64,4,0,4,2400,88,0.000951,369968
524288,64,8,0,5,2400,88,0.000951,462460
524288,128,4096,0,5,1200,45,0.000487,462460
524288,128,1,0,4,1200,45,0.000487,369968
524288,128,2,0,4,1200,45,0.000487,369968
524288,128,4,0,4,1200,45,0.000487,369968
524288,128,8,0,5,1200,45,0.000487,462460
524288,256,2048,0,4,600,23,0.000249,369968
524288,256,1,0,4,600,23,0.000249,369968
524288,256,2,0,4,600,23,0.000249,369968
524288,256,4,0,4,600,23,0.000249,369968
524288,256,8,0,5,600,23,0.000249,462460
524288,1024,512,0,2,200,7,0.000076,184984
524288,1024,1,0,4,200,7,0.000076,369968
524288,1024,2,0,4,200,7,0.000076,369968
524288,1024,4,0,4,200,7,0.000076,369968
524288,1024,8,0,5,200,7,0.000076,462460
524288,2048,256,0,2,200,5,0.000054,184984
524288,2048,1,0,4,200,5,0.000054,369968
524288,2048,2,0,4,200,5,0.000054,369968
524288,2048,4,0,4,200,5,0.000054,369968
524288,2048,8,0,5,200,5,0.000054,462460
1048576,64,16384,0,16,2400,88,0.000951,1479872
1048576,64,1,0,5,2400,88,0.000951,462460
1048576,64,2,0,5,2400,88,0.000951,462460
1048576,64,4,0,5,2400,88,0.000951,462460
1048576,64,8,0,5,2400,88,0.000951,462460
1048576,128,8192,0,9,1200,45,0.000487,832428
1048576,128,1,0,5,1200,45,0.000487,462460
1048576,128,2,0,5,1200,45,0.000487,462460
1048576,128,4,0,5,1200,45,0.000487,462460
1048576,128,8,0,5,1200,45,0.000487,462460
1048576,256,4096,0,5,600,23,0.000249,462460
1048576,256,1,0,5,600,23,0.000249,462460
1048576,256,2,0,5,600,23,0.000249,462460
1048576,256,4,0,5,600,23,0.000249,462460
1048576,256,8,0,5,600,23,0.000249,462460
1048576,1024,1024,0,3,200,7,0.000076,277476
1048576,1024,1,0,5,200,7,0.000076,462460
1048576,1024,2,0,5,200,7,0.000076,462460
1048576,1024,4,0,5,200,7,0.000076,462460
1048576,1024,8,0,5,200,7,0.000076,462460
1048576,2048,512,0,2,200,5,0.000054,184984
1048576,2048,1,0,5,200,5,0.000054,462460
